Label,LabelNum,PEAK,PMEAN,PEEP1,I,E,FTOT,VTE,VETOT,PR,SpO2
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.9,1,2,13,456,5.93,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,456,5.94,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,456,5.93,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3,1,2,13,456,5.93,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3.1,1,2,13,456,5.94,58,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3.1,1,2,13,457,5.94,58,99
healthy_VC_L3ETTblockage_30.0,6,24,8.4,2.9,1,2,13,458,5.93,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3,1,2,13,456,5.93,58,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,456,5.92,57,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.9,1,2,13,456,5.93,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,418,5.43,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.7,1,2,13,419,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.7,1,2,13,417,5.43,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,3,1,2,13,419,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.8,1,2,13,417,5.43,58,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,418,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,418,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.7,1,2,13,419,5.44,57,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.9,1,2,13,417,5.43,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.8,1,2,13,418,5.43,58,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.9,1,2,13,418,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,418,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.9,1,2,13,419,5.45,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.7,1,2,13,418,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,418,5.43,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.8,1,2,13,418,5.44,58,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.7,1,2,13,419,5.45,57,99
healthy_VC_20DETTblockage_30.0,7,27,9,3,1,2,13,418,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.9,1,2,13,417,5.42,58,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,419,5.45,57,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,419,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.9,1,2,13,417,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,418,5.43,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,5.43,5.43,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,3,1,2,13,419,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.9,1,2,13,418,5.44,59,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,417,5.43,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.9,1,2,13,417,5.43,58,99
healthy_VC_20DETTblockage_30.0,7,27,9,2.9,1,2,13,418,5.43,57,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.7,1,2,13,418,5.43,59,99
healthy_VC_20DETTblockage_30.0,7,27,9.1,2.9,1,2,13,417,5.43,58,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,7.1,14,413,3.78,59,99
healthy_VC_25DETTblockage_30.0,8,37,11,3.1,1,2,13,413,5.37,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,413,5.38,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,413,5.37,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,413,5.37,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3.1,1,2,13,415,5.39,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,414,5.38,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3.1,1,2,13,413,5.37,58,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,414,5.39,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,414,5.38,57,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,414,5.38,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,416,5.4,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,415,5.4,57,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,415,5.4,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3.1,1,2,13,415,5.39,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,416,5.41,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3.1,1,2,13,415,5.4,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.41,58,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,57,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,58,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,416,5.42,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.43,58,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.42,58,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.43,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.43,57,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.43,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.43,57,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.43,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.44,58,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.44,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.43,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.44,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,419,5.44,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.44,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,419,5.45,57,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,419,5.44,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.44,58,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.44,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.43,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,417,5.43,59,99
healthy_VC_25DETTblockage_30.0,8,37,12,3,1,2,13,418,5.44,59,99
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,58,0.76,59,97
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.75,57,96
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,58,0.76,59,94
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.76,58,91
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.76,59,88
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.76,59,84
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,12,13,59,0.77,59,79
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.77,59,74
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.76,59,70
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,59,0.77,59,65
healthy_VC_30DETTblockage_30.0,9,40,4.9,2.9,1,11,13,59,0.76,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,59,0.77,59,53
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,59,0.77,59,49
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.77,59,44
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.77,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.76,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,58,0.75,59,90
healthy_VC_30DETTblockage_30.0,9,40,4.9,3,1,11,13,59,0.76,59,59
healthy_VC_30DETTblockage_30.0,9,40,4.9,3,1,11,13,58,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,58,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,4.9,2.9,1,11,13,59,0.77,58,41
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,57,0.75,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,59,0.77,58,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.75,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,57,0.75,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,57,0.75,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.75,58,58
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,57,0.74,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.75,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,57,0.75,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,57,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,58,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,58,0.77,57,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,57,0.74,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.76,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,59,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,58,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,58,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.77,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,59,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,3.1,1,11,13,59,0.76,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.77,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,58,0.76,58,58
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,59,0.77,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,59,0.76,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,58,0.76,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,57,0.75,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,59,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.77,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,11,13,58,0.77,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,58,0.75,57,90
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,59,0.76,59,90
healthy_VC_30DETTblockage_30.0,9,40,5,3,1,11,13,58,0.76,59,59
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,58,0.75,59,41
healthy_VC_30DETTblockage_30.0,9,40,5,2.9,1,12,13,58,0.75,59,41
VAP-mild_VC_Normal_30.0,10,15,6.7,3.2,1,2,14,441,6.06,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,441,5.73,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.2,1,2,13,440,5.73,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.8,1,2,13,441,5.73,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,441,5.73,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.2,1,2,13,441,5.73,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.2,1,2,13,441,5.73,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.3,1,2,13,440,5.72,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,3.1,1,2,14,441,6.05,57,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,440,5.72,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,14,442,6.07,58,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.9,1,2,14,441,6.05,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,441,5.73,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,441,5.73,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.8,1,2,13,442,5.74,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,14,441,6.07,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,442,5.76,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,3.2,1,2,14,445,6.09,57,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.8,1,2,13,443,5.76,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.9,1,2,14,444,6.09,58,98
VAP-mild_VC_Normal_30.0,10,15,7,3,1,2,15,444,6.45,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.8,1,2,13,442,5.76,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,443,5.76,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.2,1,2,13,445,5.77,58,98
VAP-mild_VC_Normal_30.0,10,15,7,3,1,2,13,445,6.46,59,98
VAP-mild_VC_Normal_30.0,10,15,7,3.2,1,2,15,445,6.47,57,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,445,5.79,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.9,1,2,14,445,6.11,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.8,1,2,13,445,5.79,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,446,5.78,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,446,5.78,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,446,5.78,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,445,5.79,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,3.1,1,2,14,445,6.12,58,98
VAP-mild_VC_Normal_30.0,10,15,6.7,3,1,2,14,445,6.13,58,98
VAP-mild_VC_Normal_30.0,10,15,6.7,3,1,2,14,446,6.13,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,445,5.79,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.9,1,2,14,447,6.13,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.8,1,2,13,448,5.81,58,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.2,1,2,13,447,5.81,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.1,1,2,13,448,5.82,57,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.9,1,2,14,449,6.15,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.9,1,2,14,448,6.14,58,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.2,1,2,13,447,5.82,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.2,1,2,13,448,5.82,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.8,1,2,14,449,6.16,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,447,5.82,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.8,1,2,14,448,6.15,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,448,5.83,57,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.1,1,2,13,448,5.82,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.3,1,2,13,448,5.83,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,448,5.83,57,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,448,5.83,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.2,1,2,13,448,5.83,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,448,5.83,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.1,1,2,13,448,5.83,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.9,1,2,13,448,5.83,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,3.1,1,2,14,448,6.15,57,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,448,5.82,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.1,1,2,13,448,5.83,58,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3.1,1,2,13,449,5.84,59,98
VAP-mild_VC_Normal_30.0,10,15,7,3.1,1,2,15,450,6.52,59,98
VAP-mild_VC_Normal_30.0,10,15,6.7,2.7,1,2,14,450,6.17,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.8,1,2,13,449,5.83,57,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,449,5.84,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,2.8,1,2,13,448,5.83,59,98
VAP-mild_VC_Normal_30.0,10,15,6.4,3,1,2,13,449,5.84,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,2.8,1,2,14,446,6.12,58,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,2.7,1,2,14,447,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3,1,2,13,447,5.8,57,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,2.9,1,2,14,447,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.8,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.4,2.9,1,2,13,447,5.81,58,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.8,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,2.8,1,2,14,447,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3.1,1,2,13,446,5.81,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.9,1,2,14,447,6.12,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3.1,1,2,14,447,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,3.1,1,2,14,446,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3.1,1,2,13,447,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,2.8,1,2,14,446,6.12,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3,1,2,13,446,5.8,57,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,3,1,2,14,446,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.9,1,2,13,447,5.82,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,2.9,1,2,14,446,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.9,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3,1,2,13,446,5.79,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.8,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3.1,1,2,13,445,5.8,57,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,2.9,1,2,14,446,6.12,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,3,1,2,14,448,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,3,1,2,14,447,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.8,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,2.9,1,2,14,447,6.13,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.9,1,2,13,446,5.79,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.8,1,2,13,447,5.8,58,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,3,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,3,1,2,14,446,6.12,57,98
VAP-mild_VC_STCleakage_30.0,11,15,6.4,3,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.6,3.1,1,2,14,446,6.12,57,98
VAP-mild_VC_STCleakage_30.0,11,15,6.7,2.8,1,2,14,447,6.12,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.9,1,2,13,446,5.8,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.4,3,1,2,13,446,5.79,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.9,3,1,2,15,447,6.49,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.7,2.9,1,2,14,445,6.12,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.9,3,1,2,15,446,6.49,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.3,2.9,1,2,13,445,5.78,59,98
VAP-mild_VC_STCleakage_30.0,11,15,6.7,2.8,1,2,14,447,6.12,58,98
VAP-mild_VC_STCleakage_30.0,11,15,6.4,2.9,1,2,13,446,5.79,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,2.8,1,2,16,332,5.24,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,2.9,1,2,16,338,5.23,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,6.7,3.1,1,2,15,334,4.86,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,2.9,1,2,16,331,5.21,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.3,2.9,1,2,17,339,5.68,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.3,3,1,2,17,336,5.67,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.3,3.1,1,2,17,339,5.68,57,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,3.2,1,2,16,329,5.22,58,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.3,3.1,1,2,17,334,5.68,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.3,3.1,1,2,20,344,6.72,57,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.3,3.1,1,2,17,333,5.64,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,6.7,3,1,2,15,331,4.86,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,3,1,2,16,332,5.24,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,3.1,1,2,16,330,5.2,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,3.1,1,2,16,334,5.22,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.3,2.9,1,2,17,340,5.67,58,98
VAP-mild_VC_MTCleakage_30.0,12,14,7.3,3.1,1,2,17,336,5.67,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,3,1,2,16,336,5.25,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,3,1,2,16,338,5.25,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,8,2.9,1,2,20,343,6.73,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.6,3,1,2,18,338,6.13,58,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,2.9,1,2,16,329,5.25,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7,3.1,1,2,16,333,5.26,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,7.6,3.1,1,2,18,339,6.16,59,98
VAP-mild_VC_MTCleakage_30.0,12,13,6.4,3,1,2,14,329,4.55,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7.3,2.9,1,2,17,336,5.66,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7.3,2.9,1,2,16,336,5.24,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7.6,3,1,2,18,337,6.16,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,6.3,3.1,1,2,14,327,4.53,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7.9,3.1,1,2,20,339,6.71,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7.3,3,1,2,17,336,5.65,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7,3.1,1,2,16,335,5.23,58,98
VAP-mild_VC_LTCleakage_30.0,13,13,7,2.9,1,2,16,337,5.22,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,6.3,3.1,1,2,14,330,4.54,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,6.6,3.1,1,2,15,328,4.84,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7.9,3.1,1,2,20,342,6.67,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7,3,1,2,16,334,5.22,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,6.7,3,1,2,15,330,4.84,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,6.7,3,1,2,15,330,4.86,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,6.7,3.1,1,2,15,333,4.82,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,6.7,2.9,1,2,15,328,4.82,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7,3,1,2,16,334,5.22,59,98
VAP-mild_VC_LTCleakage_30.0,13,13,7,3,1,2,16,329,5.21,59,98
